entity_id,entity_text,entity_type,confidence,attributes,source_file,content_hash,create_time
E_6c090b7a,0.1mm,产品实体,0.9,"{""category"": ""尺寸参数"", ""unit"": ""mm"", ""value"": ""0.1""}",滑动轴承离心铸造巴氏合金层黑色斑点特征、成因及消除_吕忠光.pdf,6c090b7abb9eb72dfeb9822709e85f42,2025-07-26T09:28:04.495362
E_3a1f9de9,0.8mm,产品实体,0.9,"{""category"": ""尺寸参数"", ""unit"": ""mm"", ""value"": ""0.8""}",滑动轴承离心铸造巴氏合金层黑色斑点特征、成因及消除_吕忠光.pdf,3a1f9de9d2238f9667b096f160249108,2025-07-26T09:28:04.495362
E_f940a1a8,1.2mm,产品实体,0.9,"{""category"": ""尺寸参数"", ""unit"": ""mm"", ""value"": ""1.2""}",滑动轴承离心铸造巴氏合金层黑色斑点特征、成因及消除_吕忠光.pdf,f940a1a81d08476127e8d32c5493dcc0,2025-07-26T09:28:04.495362
E_43e46ed6,2 mm,产品实体,0.9,"{""category"": ""尺寸参数"", ""unit"": ""mm"", ""value"": ""2""}",滑动轴承离心铸造巴氏合金层黑色斑点特征、成因及消除_吕忠光.pdf,43e46ed60c381ba800d2261905c4a05f,2025-07-26T09:28:04.495362
E_1146527f,Cronidur30轴承钢,材料实体,1.0,"{""category"": ""金属材料"", ""specification"": ""高氮马氏体不锈轴承用钢""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,1146527f5148c83582c2a4ef48c5656b,2025-07-26T09:31:14.694455
E_9b714a1a,热变形连接,工艺过程实体,1.0,"{""category"": ""主工序"", ""specification"": ""固态连接方法""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,9b714a1a86b9e0be413f6825618e0b83,2025-07-26T09:31:14.694455
E_e075995d,1000℃,工艺过程实体,1.0,"{""category"": ""工艺参数"", ""unit"": ""℃"", ""value"": ""1000""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,e075995d79b1bfdaeb5e54088e137690,2025-07-26T09:31:14.694455
E_bca58ce0,10%,工艺过程实体,1.0,"{""category"": ""工艺参数"", ""unit"": ""%"", ""value"": ""10""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,bca58ce04d693c0fb1d7514765c8203e,2025-07-26T09:31:14.694455
E_34205b0f,1200℃,工艺过程实体,1.0,"{""category"": ""工艺参数"", ""unit"": ""℃"", ""value"": ""1200""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,34205b0f464d04dd02186085f9a4075b,2025-07-26T09:31:14.694455
E_e6c3b23e,30%,工艺过程实体,1.0,"{""category"": ""工艺参数"", ""unit"": ""%"", ""value"": ""30""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,e6c3b23ef386e4b6ac08cf787540777a,2025-07-26T09:31:14.694455
E_3243c72a,1100℃,工艺过程实体,1.0,"{""category"": ""工艺参数"", ""unit"": ""℃"", ""value"": ""1100""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,3243c72ac058415a2c41bbcb1eb09b7a,2025-07-26T09:31:14.694455
E_fe85025d,4h,工艺过程实体,1.0,"{""category"": ""工艺参数"", ""unit"": ""h"", ""value"": ""4""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,fe85025d0fe59a647c8d5aab06628896,2025-07-26T09:31:14.694455
E_2266857b,Gleeble-3500热模拟试验机,工艺资源实体,1.0,"{""category"": ""加工设备"", ""specification"": ""热模拟试验机""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,2266857bcaf78c147f57cdc8c1d3cf47,2025-07-26T09:31:14.694455
E_57d21cf7,光学显微镜(OM),工艺资源实体,1.0,"{""category"": ""检测设备"", ""specification"": ""光学显微镜""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,57d21cf75bede5e4ddfaadebff5c8d56,2025-07-26T09:31:14.694455
E_4e9037a3,扫描电子显微镜(SEM),工艺资源实体,1.0,"{""category"": ""检测设备"", ""specification"": ""扫描电子显微镜""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,4e9037a3a93985fe3bd8693a4dc2b520,2025-07-26T09:31:14.694455
E_6012e820,电子背散射衍射(EBSD),工艺资源实体,1.0,"{""category"": ""检测设备"", ""specification"": ""电子背散射衍射""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,6012e820713fecd5ee55259c416b2fbd,2025-07-26T09:31:14.694455
E_6a024122,连接界面,产品特征,1.0,"{""category"": ""产品特征"", ""specification"": ""热变形连接界面""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,6a02412234738f3c2ae39c215109a205,2025-07-26T09:31:14.694455
E_3a178825,孔洞,质量控制实体,1.0,"{""category"": ""质量缺陷"", ""specification"": ""界面孔洞""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,3a17882593c7539dbd718f8cc787490b,2025-07-26T09:31:14.694455
E_b67a4a82,氧化物,质量控制实体,1.0,"{""category"": ""质量缺陷"", ""specification"": ""界面氧化物""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,b67a4a82cad83c187fb4cd6ad4fa18eb,2025-07-26T09:31:14.694455
E_3c0f2211,晶界迁移,质量控制实体,1.0,"{""category"": ""质量控制"", ""specification"": ""晶界迁移现象""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,3c0f22116791260416e4154cdb89f353,2025-07-26T09:31:14.694455
E_dc4c0b27,抗拉强度,技术指标,1.0,"{""category"": ""技术指标"", ""unit"": ""MPa"", ""value"": ""1653.78-1682.01""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,dc4c0b27653bd1e330d568e4088a7ca6,2025-07-26T09:31:14.694455
E_f569cda6,屈服强度,技术指标,1.0,"{""category"": ""技术指标"", ""unit"": ""MPa"", ""value"": ""1003.84-1061.71""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,f569cda62e0f71bd4ed16973a644d4ba,2025-07-26T09:31:14.694455
E_1741faeb,"24
C",工艺过程实体,0.95,"{""category"": ""工艺参数"", ""parameter_type"": ""温度"", ""unit"": ""℃"", ""value"": ""24""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,1741faebe020a0df28785dc0453cc27d,2025-07-26T09:31:14.694455
E_af9cc025,"1000

℃",工艺过程实体,0.95,"{""category"": ""工艺参数"", ""parameter_type"": ""温度"", ""unit"": ""℃"", ""value"": ""1000""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,af9cc02546a355865dcf52d8222ec238,2025-07-26T09:31:14.694455
E_c5da6a59,"1200

℃",工艺过程实体,0.95,"{""category"": ""工艺参数"", ""parameter_type"": ""温度"", ""unit"": ""℃"", ""value"": ""1200""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,c5da6a5973e246461725d3f72f8ba8f5,2025-07-26T09:31:14.694455
E_450d74ce,"1100

℃",工艺过程实体,0.95,"{""category"": ""工艺参数"", ""parameter_type"": ""温度"", ""unit"": ""℃"", ""value"": ""1100""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,450d74ce7ba01a38bbce7c5def7c4182,2025-07-26T09:31:14.694455
E_8054e281,23C,工艺过程实体,0.95,"{""category"": ""工艺参数"", ""parameter_type"": ""温度"", ""unit"": ""℃"", ""value"": ""23""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,8054e28128cd5181066e3f48602fa96c,2025-07-26T09:31:14.694455
E_14578f2e,1C,工艺过程实体,0.95,"{""category"": ""工艺参数"", ""parameter_type"": ""温度"", ""unit"": ""℃"", ""value"": ""1""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,14578f2ed5dc27b1882f0ebae9cd068a,2025-07-26T09:31:14.694455
E_3d62b9dd,14C,工艺过程实体,0.95,"{""category"": ""工艺参数"", ""parameter_type"": ""温度"", ""unit"": ""℃"", ""value"": ""14""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,3d62b9dd521284a4d56426d230f7c8fa,2025-07-26T09:31:14.694455
E_5670ad1c,9C,工艺过程实体,0.95,"{""category"": ""工艺参数"", ""parameter_type"": ""温度"", ""unit"": ""℃"", ""value"": ""9""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,5670ad1cbce5928133c04beedd6da91e,2025-07-26T09:31:14.694455
E_bcf56db1,1　C,工艺过程实体,0.95,"{""category"": ""工艺参数"", ""parameter_type"": ""温度"", ""unit"": ""℃"", ""value"": ""1""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,bcf56db1b353c027ad0493a6a4e170ff,2025-07-26T09:31:14.694455
E_a47ccb95,"5

℃",工艺过程实体,0.95,"{""category"": ""工艺参数"", ""parameter_type"": ""温度"", ""unit"": ""℃"", ""value"": ""5""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,a47ccb951a66115d2b250261360bfb9a,2025-07-26T09:31:14.694455
E_77933f97,1700C,工艺过程实体,0.95,"{""category"": ""工艺参数"", ""parameter_type"": ""温度"", ""unit"": ""℃"", ""value"": ""1700""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,77933f975611e4ec5d65d3bf311d86c0,2025-07-26T09:31:14.694455
E_d983398a,"1020

℃",工艺过程实体,0.95,"{""category"": ""工艺参数"", ""parameter_type"": ""温度"", ""unit"": ""℃"", ""value"": ""1020""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,d983398a7fb1722393163273ea41a5cb,2025-07-26T09:31:14.694455
E_246303b6,"80

℃",工艺过程实体,0.95,"{""category"": ""工艺参数"", ""parameter_type"": ""温度"", ""unit"": ""℃"", ""value"": ""80""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,246303b6b7cfdead2427978c6a39df77,2025-07-26T09:31:14.694455
E_1be16c80,"550

℃",工艺过程实体,0.95,"{""category"": ""工艺参数"", ""parameter_type"": ""温度"", ""unit"": ""℃"", ""value"": ""550""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,1be16c8040a0123c1a25f146e61f25e5,2025-07-26T09:31:14.694455
E_11d310d3,8　C,工艺过程实体,0.95,"{""category"": ""工艺参数"", ""parameter_type"": ""温度"", ""unit"": ""℃"", ""value"": ""8""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,11d310d3f1ff83f32cbc44966a007a35,2025-07-26T09:31:14.694455
E_b272efd3,9　C,工艺过程实体,0.95,"{""category"": ""工艺参数"", ""parameter_type"": ""温度"", ""unit"": ""℃"", ""value"": ""9""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,b272efd3d65c537e49876e438e5ffe1d,2025-07-26T09:31:14.694455
E_c8e33c45,"200

mm",产品实体,0.9,"{""category"": ""尺寸参数"", ""unit"": ""mm"", ""value"": ""200""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,c8e33c451147ee32d978598fa5674f63,2025-07-26T09:31:14.694455
E_4c5c4435,"250

mm",产品实体,0.9,"{""category"": ""尺寸参数"", ""unit"": ""mm"", ""value"": ""250""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,4c5c4435f1c46742d94d773a4b5a89c3,2025-07-26T09:31:14.694455
E_a20b4b8e,"100

mm",产品实体,0.9,"{""category"": ""尺寸参数"", ""unit"": ""mm"", ""value"": ""100""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,a20b4b8e09d41a2d6d5ebb6de821b4d1,2025-07-26T09:31:14.694455
E_81291857,"150

mm",产品实体,0.9,"{""category"": ""尺寸参数"", ""unit"": ""mm"", ""value"": ""150""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,8129185743227cdf4ccbfdee8f9c8ad6,2025-07-26T09:31:14.694455
E_0bac42b6,"5

mm",产品实体,0.9,"{""category"": ""尺寸参数"", ""unit"": ""mm"", ""value"": ""5""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,0bac42b631d73d65ba0baa958af38f20,2025-07-26T09:31:14.694455
E_1886dbe1,"10

mm",产品实体,0.9,"{""category"": ""尺寸参数"", ""unit"": ""mm"", ""value"": ""10""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,1886dbe1c4f7a9e19b2da73e297cd79e,2025-07-26T09:31:14.694455
E_374adb59,"45

mm",产品实体,0.9,"{""category"": ""尺寸参数"", ""unit"": ""mm"", ""value"": ""45""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,374adb5974d97630f2e2ef3f9b54cc7b,2025-07-26T09:31:14.694455
E_628f94f6,"48

mm",产品实体,0.9,"{""category"": ""尺寸参数"", ""unit"": ""mm"", ""value"": ""48""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,628f94f6547b0044596799bd07fd8d29,2025-07-26T09:31:14.694455
E_d2040725,"96

mm",产品实体,0.9,"{""category"": ""尺寸参数"", ""unit"": ""mm"", ""value"": ""96""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,d204072501b315ae5d53ce7545c261a6,2025-07-26T09:31:14.694455
E_b530f670,"8

mm",产品实体,0.9,"{""category"": ""尺寸参数"", ""unit"": ""mm"", ""value"": ""8""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,b530f670d97ea1aeed206c107de809a0,2025-07-26T09:31:14.694455
E_e0586954,"3

mm",产品实体,0.9,"{""category"": ""尺寸参数"", ""unit"": ""mm"", ""value"": ""3""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,e058695478227588ed86f3ab4d751e16,2025-07-26T09:31:14.694455
E_b84c6c42,"78

MPa",工艺过程实体,0.9,"{""category"": ""工艺参数"", ""parameter_type"": ""压力"", ""unit"": ""MPa"", ""value"": ""78""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,b84c6c42edeb18d817e6f8e66402d3b3,2025-07-26T09:31:14.694455
E_452f59a1,"01

MPa",工艺过程实体,0.9,"{""category"": ""工艺参数"", ""parameter_type"": ""压力"", ""unit"": ""MPa"", ""value"": ""01""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,452f59a1dfaa85ad47282f06e65b01e2,2025-07-26T09:31:14.694455
E_126c44ba,"84

MPa",工艺过程实体,0.9,"{""category"": ""工艺参数"", ""parameter_type"": ""压力"", ""unit"": ""MPa"", ""value"": ""84""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,126c44ba4c232c880344d05a6507e161,2025-07-26T09:31:14.694455
E_2092f89f,"71

MPa",工艺过程实体,0.9,"{""category"": ""工艺参数"", ""parameter_type"": ""压力"", ""unit"": ""MPa"", ""value"": ""71""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,2092f89ffc82d3a2457087bf75b9b886,2025-07-26T09:31:14.694455
E_d925ac71,"85

MPa",工艺过程实体,0.9,"{""category"": ""工艺参数"", ""parameter_type"": ""压力"", ""unit"": ""MPa"", ""value"": ""85""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,d925ac719887339403a15a698d6f4aec,2025-07-26T09:31:14.694455
E_765d2eea,"40

MPa",工艺过程实体,0.9,"{""category"": ""工艺参数"", ""parameter_type"": ""压力"", ""unit"": ""MPa"", ""value"": ""40""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,765d2eeabfb2ab08a73c7142615afcb8,2025-07-26T09:31:14.694455
E_f22ad126,"87

MPa",工艺过程实体,0.9,"{""category"": ""工艺参数"", ""parameter_type"": ""压力"", ""unit"": ""MPa"", ""value"": ""87""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,f22ad126dd310caa3fe498a26d5050c8,2025-07-26T09:31:14.694455
E_441751d0,"20

MPa",工艺过程实体,0.9,"{""category"": ""工艺参数"", ""parameter_type"": ""压力"", ""unit"": ""MPa"", ""value"": ""20""}",Cronidur30轴承钢热变形连接工艺研究_张家源.pdf,441751d0467f9530f9fd531c7ab90af1,2025-07-26T09:31:14.694455
E_bc287d8f,双列调心凹面滚子轴承,轴承产品,0.95,"{""category"": ""调心滚子轴承"", ""specification"": ""双列凹面设计""}",双列调心凹面滚子轴承保持架兜孔加工工艺改进_师歌.pdf,bc287d8f7827db9106ef3b443cc81590,2025-07-26T09:32:11.325548
E_5d5b1271,异形兜孔双爪保持架,零件组件,0.98,"{""category"": ""保持架"", ""specification"": ""双爪异形兜孔结构""}",双列调心凹面滚子轴承保持架兜孔加工工艺改进_师歌.pdf,5d5b12714d12ab596fca574f2562238f,2025-07-26T09:32:11.325548
E_316a04ea,QAL10-5-5 铝青铜,金属材料,0.99,"{""category"": ""铜合金"", ""composition"": ""Al 10%, Fe 5%, Ni 5%""}",双列调心凹面滚子轴承保持架兜孔加工工艺改进_师歌.pdf,316a04eaee4192df2b9a9faae64a992a,2025-07-26T09:32:11.325548
E_54b14763,2.525 mm,产品特征,0.97,"{""category"": ""径向厚度"", ""unit"": ""mm"", ""value"": 2.525}",双列调心凹面滚子轴承保持架兜孔加工工艺改进_师歌.pdf,54b1476356267a26c77b7b0370abfa59,2025-07-26T09:32:11.325548
E_7a8fd604,普通立式加工中心,加工设备,0.96,"{""category"": ""三轴数控机床"", ""specification"": ""常规配置""}",双列调心凹面滚子轴承保持架兜孔加工工艺改进_师歌.pdf,7a8fd604f3318647c147e2f20a5541d6,2025-07-26T09:32:11.325548
E_21ab8e37,双层三柱弧面夹爪,工艺装备,0.98,"{""category"": ""专用夹具"", ""specification"": ""三弧面接触设计""}",双列调心凹面滚子轴承保持架兜孔加工工艺改进_师歌.pdf,21ab8e370010ce91c1c7515b74886b55,2025-07-26T09:32:11.325548
E_a1035937,98.6%,技术指标,0.99,"{""category"": ""合格率"", ""unit"": ""%"", ""value"": 98.6}",双列调心凹面滚子轴承保持架兜孔加工工艺改进_师歌.pdf,a1035937e2f872f45aba8c3cd764b5f4,2025-07-26T09:32:11.325548
E_c8f4a908,铣削加工,具体工步,0.95,"{""category"": ""金属切削"", ""method"": ""数控铣削""}",双列调心凹面滚子轴承保持架兜孔加工工艺改进_师歌.pdf,c8f4a9080745dd86eeef0e3079f19d51,2025-07-26T09:32:11.325548
E_8eb333c6,17°,工艺参数,0.97,"{""category"": ""倾斜角度"", ""unit"": ""°"", ""value"": 17}",双列调心凹面滚子轴承保持架兜孔加工工艺改进_师歌.pdf,8eb333c6e10760c0e3f20c084fd024bb,2025-07-26T09:32:11.325548
E_7008d862,0.02～0.03 μm,技术指标,0.96,"{""category"": ""外径变动量"", ""unit"": ""μm"", ""range"": [0.02, 0.03]}",双列调心凹面滚子轴承保持架兜孔加工工艺改进_师歌.pdf,7008d8629fd8f6330b4152bd69e66ee3,2025-07-26T09:32:11.325548
E_e02d5afc,17°,工艺过程实体,0.95,"{""category"": ""工艺参数"", ""parameter_type"": ""温度"", ""unit"": ""℃"", ""value"": ""17""}",双列调心凹面滚子轴承保持架兜孔加工工艺改进_师歌.pdf,e02d5afc68038e7aeeb80458baf18ec1,2025-07-26T09:32:11.325548
E_d3387ac4,4°,工艺过程实体,0.95,"{""category"": ""工艺参数"", ""parameter_type"": ""温度"", ""unit"": ""℃"", ""value"": ""4""}",双列调心凹面滚子轴承保持架兜孔加工工艺改进_师歌.pdf,d3387ac496612b8abb0984b2105e8a0b,2025-07-26T09:32:11.325548
